3,490-1673-1-ND,C1|C2|C3
1,311-49.9KCRCT-ND,R7
2,311-2.20MCRCT-ND,R2|R5
1,MCP9700AT-E/TTCT-ND,U3
1,MMBT3904FSCT-ND,Q1
1,1N4148W-FDICT-ND,D1
1,311-100CRCT-ND,R8
1,MCP9700A-E/TO-ND,U2
1,490-2876-ND,RV1
2,YAG3361CT-ND,R1|R4
1,LTC1541IS8#PBF-ND,U1
2,311-200KCRCT-ND,R3|R6
